EmpID,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeType,PayZone,TerminationType,DepartmentType,Division,DOB,State,GenderCode,LocationCode,RaceDesc,MaritalDesc,PerformanceScore,CurrentEmployeeRating,ExitYear,CleanedEmployeeStatus
1690,Kyler,Morales,2019-02-26,2019-07-26,Senior BI Developer,Tracy Price,kyler.morales@bilearner.com,NEL,Contract,Zone A,Voluntary,Admin Offices,Yard (Material Handling),1942-01-20,MA,Male,56249,Black,Widowed,Fully Meets,3,2019.0,Inactive
1691,Jasiah,Walton,2019-10-06,,Senior BI Developer,Ruth Cruz,jasiah.walton@bilearner.com,PL,Contract,Zone A,,IT/IS,Project Management - Con,1946-01-21,MA,Male,77562,Black,Widowed,Fully Meets,3,,Active
1692,Urijah,Brandt,2020-04-19,2022-07-30,Sales Manager,William Hutchinson,urijah.brandt@bilearner.com,PYZ,Part-Time,Zone C,Voluntary,IT/IS,Engineers,1943-09-23,MA,Female,23764,Other,Widowed,Fully Meets,3,2022.0,Inactive
1693,Gianna,Pope,2022-12-24,,Sales Manager,Sharon Kim,gianna.pope@bilearner.com,SVG,Contract,Zone C,,IT/IS,Field Operations,1985-08-13,MA,Female,2558,Other,Single,Fully Meets,3,,Active
1694,Malia,Reynolds,2021-04-09,2021-05-29,CIO,Dennis Gardner,malia.reynolds@bilearner.com,TNS,Part-Time,Zone A,Resignation,IT/IS,Aerial,1961-10-04,MA,Male,82773,Asian,Married,Fully Meets,3,2021.0,Inactive
1695,Claire,Gordon,2018-09-04,2022-12-16,BI Director,Jennifer Hernandez,claire.gordon@bilearner.com,SVG,Contract,Zone C,Voluntary,IT/IS,Isp,1981-11-13,MA,Female,20654,Other,Widowed,Fully Meets,3,2022.0,Inactive
1696,Joshua,Hall,2021-11-07,,BI Developer,Margaret Martinez,joshua.hall@bilearner.com,NEL,Full-Time,Zone C,,IT/IS,General - Eng,1962-09-16,MA,Male,74846,Hispanic,Married,Fully Meets,3,,Active
1697,Mattie,Peters,2023-05-24,2023-07-21,BI Developer,Melanie Campbell,mattie.peters@bilearner.com,MSC,Full-Time,Zone B,Retirement,IT/IS,General - Con,1987-06-15,MA,Male,3758,Asian,Widowed,Fully Meets,3,2023.0,Inactive
1698,Makai,Nolan,2021-02-15,2021-06-05,Area Sales Manager,Deborah Beltran,makai.nolan@bilearner.com,EW,Full-Time,Zone A,Resignation,IT/IS,Billable Consultants,1994-11-14,MA,Male,5156,White,Married,Fully Meets,3,2021.0,Inactive
1699,Trevon,Briggs,2021-11-03,2022-08-19,Senior BI Developer,Justin Jordan,trevon.briggs@bilearner.com,PL,Contract,Zone C,Voluntary,Admin Offices,Executive,1993-06-17,MA,Male,64233,Hispanic,Married,Fully Meets,3,2022.0,Inactive
1700,Gretchen,Weeks,2018-09-20,,Senior BI Developer,Katherine Mccarthy,gretchen.weeks@bilearner.com,BPC,Contract,Zone C,,IT/IS,Engineers,1958-04-08,MA,Male,61270,Asian,Widowed,Fully Meets,3,,Active
1701,Corey,Hurst,2019-07-23,2023-01-07,Senior BI Developer,Jacob Brown,corey.hurst@bilearner.com,CCDR,Contract,Zone A,Involuntary,IT/IS,Project Management - Con,1954-11-06,MA,Male,36731,Other,Single,Fully Meets,3,2023.0,Inactive
1702,Alison,Pugh,2022-05-12,,Sales Manager,Bradley Sandoval,alison.pugh@bilearner.com,SVG,Contract,Zone A,,IT/IS,Project Management - Con,1989-09-08,MA,Female,49479,Other,Single,Fully Meets,3,,Active
1703,Kadence,Sandoval,2018-10-03,,Sales Manager,Mary Waters,kadence.sandoval@bilearner.com,EW,Full-Time,Zone B,,Sales,Aerial,1978-02-23,MA,Female,26140,Other,Single,Fully Meets,3,,Active
1704,Mckenzie,Kim,2020-11-26,,CIO,Rachel Thomas,mckenzie.kim@bilearner.com,CCDR,Part-Time,Zone C,,IT/IS,Project Management - Con,1994-06-21,MA,Female,59091,Hispanic,Widowed,Fully Meets,3,,Active
1705,Randall,Miller,2018-10-04,,BI Director,David Kirk,randall.miller@bilearner.com,EW,Part-Time,Zone B,,IT/IS,Project Management - Con,1958-05-16,MA,Female,50425,Hispanic,Single,Fully Meets,3,,Active
1706,Lailah,Hughes,2020-12-02,2023-02-25,BI Developer,Christopher Fisher,lailah.hughes@bilearner.com,NEL,Contract,Zone A,Involuntary,IT/IS,Aerial,1990-04-03,MA,Female,81407,Hispanic,Married,Fully Meets,3,2023.0,Inactive
1707,Quentin,Calderon,2021-09-24,2023-07-20,BI Developer,Charles Mcdonald,quentin.calderon@bilearner.com,PL,Part-Time,Zone C,Voluntary,IT/IS,Wireline Construction,1994-03-20,MA,Male,93935,Asian,Married,Fully Meets,3,2023.0,Inactive
1708,Molly,Fischer,2020-09-10,2021-05-22,BI Developer,Bonnie Smith,molly.fischer@bilearner.com,PYZ,Full-Time,Zone A,Involuntary,IT/IS,Splicing,1990-05-12,MA,Male,65055,Asian,Widowed,Fully Meets,3,2021.0,Inactive
1709,Anaya,Stanton,2022-05-25,2022-11-17,Area Sales Manager,Whitney Roberts,anaya.stanton@bilearner.com,SVG,Full-Time,Zone C,Involuntary,IT/IS,General - Sga,1962-03-22,OR,Male,55354,Black,Married,Fully Meets,3,2022.0,Inactive
1710,Jaden,Houston,2019-02-15,2019-12-09,Senior BI Developer,Paige Eaton DDS,jaden.houston@bilearner.com,PL,Part-Time,Zone A,Resignation,Admin Offices,Field Operations,1971-05-24,MA,Male,46239,Black,Divorced,Fully Meets,3,2019.0,Inactive
1711,Lance,Bailey,2018-09-28,2023-02-01,Senior BI Developer,Johnny Stevens,lance.bailey@bilearner.com,BPC,Full-Time,Zone A,Voluntary,IT/IS,General - Con,1985-04-21,MA,Male,43594,Other,Widowed,Fully Meets,3,2023.0,Inactive
1712,Quintin,Hicks,2018-12-12,,Senior BI Developer,Joanna Lewis,quintin.hicks@bilearner.com,CCDR,Full-Time,Zone A,,IT/IS,Engineers,1972-02-29,MA,Female,72035,Black,Single,Fully Meets,3,,Active
1713,Mauricio,Meyers,2021-12-01,,Sales Manager,Isabella Cox,mauricio.meyers@bilearner.com,SVG,Contract,Zone B,,IT/IS,General - Con,1990-08-29,MA,Female,1218,Asian,Married,Fully Meets,3,,Active
1714,Tess,Reilly,2022-01-12,,Sales Manager,Nicholas Gomez,tess.reilly@bilearner.com,EW,Full-Time,Zone B,,Sales,Field Operations,2000-04-20,MA,Female,5062,White,Married,Fully Meets,3,,Active
1715,Reece,Callahan,2020-10-27,2022-09-28,CIO,Monique Barnes,reece.callahan@bilearner.com,WBL,Full-Time,Zone B,Involuntary,IT/IS,Aerial,1966-01-10,MA,Female,86362,White,Divorced,Fully Meets,3,2022.0,Inactive
1716,Tyrell,Fuentes,2020-11-02,2022-06-21,BI Director,Steven Oliver,tyrell.fuentes@bilearner.com,NEL,Contract,Zone C,Involuntary,IT/IS,General - Con,1961-03-19,MA,Female,21457,Asian,Widowed,Fully Meets,3,2022.0,Inactive
1717,Benjamin,Kaufman,2021-04-24,2023-02-28,BI Developer,Vicki Delgado,benjamin.kaufman@bilearner.com,BPC,Part-Time,Zone B,Retirement,IT/IS,General - Con,1959-11-26,MA,Male,49370,Asian,Widowed,Fully Meets,3,2023.0,Inactive
1718,Ayla,Mcgrath,2020-06-29,2023-08-03,BI Developer,Daryl Swanson,ayla.mcgrath@bilearner.com,CCDR,Full-Time,Zone B,Involuntary,IT/IS,Field Operations,2001-01-04,MA,Male,17318,Other,Divorced,Fully Meets,3,2023.0,Inactive
1719,Katelyn,Stevens,2021-07-15,,BI Developer,James Johnson,katelyn.stevens@bilearner.com,SVG,Contract,Zone B,,IT/IS,Field Operations,1993-05-10,MA,Male,93155,Hispanic,Widowed,Fully Meets,3,,Active
1720,Jaiden,Christian,2023-06-20,,Senior BI Developer,Juan Jackson,jaiden.christian@bilearner.com,MSC,Part-Time,Zone C,,IT/IS,Field Operations,1965-03-08,MA,Male,32840,Other,Single,Fully Meets,3,,Active
1721,Elliott,Odonnell,2019-09-22,2022-11-10,Senior BI Developer,Wendy Daniels,elliott.odonnell@bilearner.com,NEL,Full-Time,Zone B,Retirement,IT/IS,Finance & Accounting,1998-11-25,MA,Male,46552,White,Divorced,Fully Meets,3,2022.0,Inactive
1722,Ronnie,Dillon,2022-02-22,,Senior BI Developer,John Smith,ronnie.dillon@bilearner.com,PL,Full-Time,Zone B,,IT/IS,Wireless,1968-01-30,MA,Female,26893,Hispanic,Divorced,Fully Meets,3,,Active
1723,Gideon,Saunders,2020-07-01,2022-06-26,Sales Manager,Nicole Taylor,gideon.saunders@bilearner.com,PYZ,Full-Time,Zone B,Retirement,Sales,General - Eng,1969-04-07,MA,Female,34649,Black,Widowed,Fully Meets,3,2022.0,Inactive
1724,Valerie,Davis,2021-05-13,2021-12-11,CIO,Amanda Shaw MD,valerie.davis@bilearner.com,TNS,Part-Time,Zone C,Retirement,IT/IS,Yard (Material Handling),1957-10-20,MA,Female,46050,Other,Divorced,Fully Meets,3,2021.0,Inactive
1725,Jamarcus,Thomas,2021-05-30,,BI Developer,Nancy Cruz,jamarcus.thomas@bilearner.com,PL,Contract,Zone A,,IT/IS,Field Operations,1947-09-29,MA,Male,55738,Black,Divorced,Fully Meets,3,,Active
1726,Alden,Powers,2019-07-04,,BI Developer,Elizabeth Walker,alden.powers@bilearner.com,NEL,Contract,Zone B,,IT/IS,Wireline Construction,1981-01-21,MA,Male,71994,Asian,Single,Fully Meets,3,,Active
1727,Haylie,Arnold,2019-05-31,2022-05-31,BI Developer,Leslie Tran,haylie.arnold@bilearner.com,MSC,Full-Time,Zone B,Involuntary,IT/IS,General - Con,1996-02-16,MA,Male,50024,Hispanic,Widowed,Fully Meets,3,2022.0,Inactive
1728,James,Cockel,2020-03-13,,Production Technician I,Yesenia Woodard,james.cockel@bilearner.com,WBL,Full-Time,Zone C,,Production,General - Con,1972-01-11,MA,Male,2452,White,Divorced,Fully Meets,3,,Active
1729,Donna,Brill,2020-01-06,2020-12-24,Production Technician I,Michelle Henson,donna.brill@bilearner.com,EW,Contract,Zone A,Voluntary,Production,General - Con,1946-12-30,MA,Female,1701,Other,Divorced,Fully Meets,3,2020.0,Inactive
1730,Kristen,Squatrito,2023-04-30,,Production Technician I,Natasha Sullivan,kristen.squatrito@bilearner.com,EW,Full-Time,Zone B,,Production,General - Eng,1976-06-10,MA,Female,2359,White,Divorced,Fully Meets,3,,Active
1731,Erasumus,Monkfish,2021-07-11,2022-02-08,Production Technician II,Mark Smith,erasumus.monkfish@bilearner.com,WBL,Contract,Zone B,Retirement,Production,Engineers,1947-03-22,MA,Male,1450,Black,Divorced,Fully Meets,3,2022.0,Inactive
1732,May,Roberson,2021-07-02,2021-12-13,Production Technician II,Samantha Hancock,may.roberson@bilearner.com,WBL,Contract,Zone B,Voluntary,Production,Fielders,1961-04-13,MA,Female,1902,Hispanic,Widowed,Fully Meets,3,2021.0,Inactive
1733,Shana,Maurice,2019-10-23,2020-12-03,Production Technician I,Joshua Ward,shana.maurice@bilearner.com,EW,Full-Time,Zone A,Resignation,Production,Field Operations,1950-02-15,MA,Female,2330,Black,Married,Fully Meets,3,2020.0,Inactive
1734,Raul,Garcia,2019-01-19,,Production Technician I,Anthony Martinez,raul.garcia@bilearner.com,NEL,Contract,Zone C,,Production,Field Operations,1942-06-22,MA,Male,1905,White,Widowed,Fully Meets,3,,Active
1735,Rachael,Baczenski,2021-01-08,2023-01-14,Production Technician I,Cody Scott,rachael.baczenski@bilearner.com,NEL,Full-Time,Zone A,Resignation,Production,Shop (Fleet),1942-04-08,MA,Female,1902,White,Divorced,Fully Meets,3,2023.0,Inactive
1736,Enrico,Langton,2019-01-29,2022-07-08,Production Technician I,Jeffrey Thompson,enrico.langton@bilearner.com,TNS,Contract,Zone A,Involuntary,Production,Field Operations,1955-08-25,MA,Male,2048,Other,Married,Fully Meets,3,2022.0,Inactive
1737,Colleen,Zima,2018-10-27,,Production Technician I,Jacqueline Jones,colleen.zima@bilearner.com,TNS,Contract,Zone C,,Production,General - Eng,1983-02-26,MA,Female,1730,Hispanic,Widowed,Fully Meets,3,,Active
1738,Phil,Close,2023-05-30,2023-07-05,Production Technician II,Tami Fuentes,phil.close@bilearner.com,CCDR,Contract,Zone A,Involuntary,Production,General - Eng,1983-11-17,MA,Male,2169,White,Single,Fully Meets,3,2023.0,Inactive
1739,Hang T,Wolk,2019-07-15,2023-05-01,Production Technician II,Michael Farmer,hang t.wolk@bilearner.com,CCDR,Contract,Zone B,Involuntary,Production,Aerial,1982-01-11,MA,Female,2302,Hispanic,Married,Fully Meets,3,2023.0,Inactive
1740,Lei-Ming,Nguyen,2020-03-17,2021-08-02,Production Technician I,Madeline Baker,lei-ming.nguyen@bilearner.com,NEL,Contract,Zone B,Voluntary,Production,General - Con,1963-04-03,MA,Female,2132,Other,Married,Fully Meets,3,2021.0,Inactive
1741,Denisa S,Dobrin,2022-09-16,,Production Technician I,Katherine Costa,denisa s.dobrin@bilearner.com,MSC,Contract,Zone A,,Production,General - Eng,1981-01-11,MA,Female,2125,Asian,Single,Fully Meets,3,,Active
1742,Maryellen,Jackson,2021-01-04,,Production Technician I,Rebecca Bird,maryellen.jackson@bilearner.com,TNS,Part-Time,Zone B,,Production,Wireline Construction,1971-03-02,MA,Female,2081,Asian,Divorced,Fully Meets,3,,Active
1743,David,Gordon,2018-11-30,,Production Technician I,Sarah Mcdonald,david.gordon@bilearner.com,SVG,Full-Time,Zone C,,Production,Splicing,2001-06-03,MA,Male,2169,Black,Single,Fully Meets,3,,Active
1744,Mei,Trang,2022-07-24,,Production Technician I,Teresa Murray,mei.trang@bilearner.com,PL,Full-Time,Zone C,,Production,Field Operations,1947-05-05,MA,Female,2021,Hispanic,Married,Fully Meets,3,,Active
1745,Lindsey,Langford,2022-02-05,,Production Technician II,Erin Castro,lindsey.langford@bilearner.com,EW,Contract,Zone C,,Production,Aerial,1989-09-26,MA,Female,2090,Other,Widowed,Fully Meets,3,,Active
1746,Brad,Pitt,2020-04-23,2022-01-07,Production Technician I,Joshua Gonzalez,brad.pitt@bilearner.com,WBL,Full-Time,Zone A,Voluntary,Production,General - Sga,1962-04-06,MA,Male,2451,Hispanic,Widowed,Fully Meets,3,2022.0,Inactive
1747,Susan,Good,2023-06-23,2023-07-10,Production Technician II,Mary Blackwell,susan.good@bilearner.com,PL,Full-Time,Zone A,Resignation,Production,Field Operations,1992-08-02,MA,Female,1886,White,Divorced,Fully Meets,3,2023.0,Inactive
1748,Ashley,Rose,2022-01-13,2022-07-05,Production Technician I,Benjamin Hamilton,ashley.rose@bilearner.com,PYZ,Part-Time,Zone A,Retirement,Production,Underground,1973-01-09,MA,Female,1886,White,Widowed,Fully Meets,3,2022.0,Inactive
1749,Kaeden,Gonzales,2020-11-26,,Production Technician I,Kimberly Wilcox,kaeden.gonzales@bilearner.com,PYZ,Contract,Zone B,,Production,Field Operations,1964-02-03,MA,Female,70227,Hispanic,Divorced,Fully Meets,3,,Active
1750,Alissa,Frey,2018-12-07,,Production Technician I,Chase Swanson,alissa.frey@bilearner.com,WBL,Full-Time,Zone C,,Production,Field Operations,1977-04-11,MA,Female,3204,Other,Widowed,Fully Meets,3,,Active
1751,Presley,Steele,2023-04-19,,Production Technician I,Evan Durham,presley.steele@bilearner.com,NEL,Contract,Zone C,,Production,General - Con,2001-05-29,MA,Female,81228,Hispanic,Widowed,Fully Meets,3,,Active
1752,Boston,Avila,2022-03-05,2022-04-08,Production Technician I,Mario Johnson MD,boston.avila@bilearner.com,PL,Part-Time,Zone B,Resignation,Production,General - Con,1982-11-04,MA,Male,56894,White,Single,Fully Meets,3,2022.0,Inactive
1753,Rodolfo,Michael,2019-06-20,2019-10-14,Production Technician I,Kimberly Williams,rodolfo.michael@bilearner.com,BPC,Contract,Zone C,Resignation,Production,Field Operations,1943-03-07,MA,Male,42759,Black,Divorced,Fully Meets,3,2019.0,Inactive
1754,Felix,Fritz,2022-09-13,,Production Technician I,Alejandro Davies,felix.fritz@bilearner.com,CCDR,Part-Time,Zone C,,Production,Project Management - Con,1991-11-18,MA,Male,61961,Asian,Single,Fully Meets,3,,Active
1755,Amira,Mcmillan,2019-01-02,,Production Technician I,Duane Anderson,amira.mcmillan@bilearner.com,SVG,Part-Time,Zone B,,Production,General - Con,1994-10-05,MA,Male,45449,Other,Widowed,Fully Meets,3,,Active
1756,Annabelle,Graham,2022-06-06,,Production Technician I,David Cooper,annabelle.graham@bilearner.com,EW,Part-Time,Zone A,,Production,Splicing,1961-03-25,MA,Male,32636,Black,Widowed,Fully Meets,3,,Active
1757,Leia,Mccann,2020-01-09,,Production Technician I,Rebecca Conway,leia.mccann@bilearner.com,MSC,Full-Time,Zone A,,Production,Finance & Accounting,1985-02-01,MA,Female,74346,White,Widowed,Fully Meets,3,,Active
1758,Henry,Gray,2019-01-03,,Production Technician I,Melissa Chavez,henry.gray@bilearner.com,TNS,Part-Time,Zone B,,Production,Splicing,1958-05-22,MA,Male,61791,White,Single,Fully Meets,3,,Active
1759,Jose,Houston,2021-01-23,2022-10-23,Production Technician I,Patricia Newman,jose.houston@bilearner.com,PYZ,Contract,Zone B,Retirement,Production,General - Con,1947-12-11,MA,Male,40003,White,Married,Fully Meets,3,2022.0,Inactive
1760,Janessa,Mcconnell,2020-02-08,2020-05-04,Production Technician I,Sally Meadows,janessa.mcconnell@bilearner.com,WBL,Part-Time,Zone C,Voluntary,Production,General - Con,1993-08-20,MA,Male,93320,Hispanic,Single,Fully Meets,3,2020.0,Inactive
1761,Samson,Ellis,2021-10-29,2022-08-02,Production Technician I,Sara Golden,samson.ellis@bilearner.com,NEL,Contract,Zone C,Voluntary,Production,Field Operations,1961-05-16,MA,Female,97689,Other,Married,Fully Meets,3,2022.0,Inactive
1762,Lauren,Kent,2023-07-04,2023-07-12,Production Technician I,Roger Reed,lauren.kent@bilearner.com,PL,Contract,Zone B,Voluntary,Production,Wireless,2001-02-19,MA,Female,37569,White,Divorced,Fully Meets,3,2023.0,Inactive
1763,Mckenzie,Mack,2023-04-06,,Production Technician I,Debra Boyer,mckenzie.mack@bilearner.com,BPC,Part-Time,Zone B,,Production,Engineers,1950-01-13,MA,Female,11574,Asian,Widowed,Fully Meets,3,,Active
1764,Donavan,Chavez,2023-01-17,,Production Technician I,Robert Rios,donavan.chavez@bilearner.com,CCDR,Full-Time,Zone A,,Production,Engineers,1949-01-02,MA,Female,18917,Black,Married,Fully Meets,3,,Active
1765,Haiden,Coffey,2019-10-17,,Production Technician II,Kyle Bell,haiden.coffey@bilearner.com,BPC,Contract,Zone C,,Production,Project Management - Con,1991-09-07,MA,Female,5819,Asian,Divorced,Fully Meets,3,,Active
1766,Kasey,Alexander,2019-06-22,2021-05-01,Production Technician I,Michelle Herrera,kasey.alexander@bilearner.com,PYZ,Contract,Zone B,Resignation,Production,Field Operations,1957-07-15,MA,Female,75004,Asian,Married,Fully Meets,3,2021.0,Inactive
1767,Kenneth,Peters,2023-02-10,2023-05-01,Production Technician I,Renee Beasley,kenneth.peters@bilearner.com,WBL,Contract,Zone A,Retirement,Production,General - Con,1995-12-31,MA,Female,39000,White,Divorced,Fully Meets,3,2023.0,Inactive
1768,Lucia,Hudson,2022-10-13,2023-05-02,Production Technician I,Scott Graves,lucia.hudson@bilearner.com,NEL,Contract,Zone C,Voluntary,Production,Aerial,1977-02-26,MA,Female,73245,Black,Married,Fully Meets,3,2023.0,Inactive
1769,Rashad,Randall,2023-03-07,2023-04-27,Production Technician I,Bryan Harvey,rashad.randall@bilearner.com,PL,Contract,Zone B,Resignation,Production,Engineers,1974-04-29,MA,Male,83360,Hispanic,Widowed,Fully Meets,3,2023.0,Inactive
1770,Hayley,York,2018-09-12,,Production Technician I,John Ramirez,hayley.york@bilearner.com,BPC,Part-Time,Zone A,,Production,General - Sga,1971-03-05,MA,Male,2072,Hispanic,Single,Fully Meets,3,,Active
1771,Salma,Shepard,2020-06-27,,Production Technician I,David Reid,salma.shepard@bilearner.com,CCDR,Part-Time,Zone C,,Production,Shop (Fleet),1950-08-27,MA,Male,16902,Hispanic,Widowed,Fully Meets,3,,Active
1772,Hallie,Thornton,2018-12-28,2022-01-28,Production Technician I,Jamie Holloway,hallie.thornton@bilearner.com,SVG,Contract,Zone A,Resignation,Production,General - Con,1954-06-28,MA,Male,70792,Asian,Widowed,Fully Meets,3,2022.0,Inactive
1773,Tiana,Bishop,2021-01-20,2023-03-08,Production Technician I,Mitchell Woods,tiana.bishop@bilearner.com,EW,Part-Time,Zone B,Retirement,Production,General - Eng,1942-03-22,MA,Male,25699,Black,Married,Fully Meets,3,2023.0,Inactive
1774,Regina,Garcia,2019-09-14,2023-02-06,Production Technician I,Aaron Cochran,regina.garcia@bilearner.com,MSC,Full-Time,Zone B,Involuntary,Production,Field Operations,1989-09-24,MA,Female,96290,Asian,Widowed,Fully Meets,3,2023.0,Inactive
1775,Julie,Cochran,2018-10-06,2019-12-12,Production Technician I,Scott Smith,julie.cochran@bilearner.com,TNS,Contract,Zone A,Involuntary,Production,Engineers,1997-05-11,MA,Male,23434,Black,Single,Fully Meets,3,2019.0,Inactive
1776,Yamilet,Pierce,2021-08-03,2022-11-01,Production Technician I,Lucas Rodriguez,yamilet.pierce@bilearner.com,PYZ,Full-Time,Zone C,Retirement,Production,Project Management - Con,1955-03-11,MA,Male,49243,Asian,Divorced,Fully Meets,3,2022.0,Inactive
1777,Amare,Hartman,2019-07-05,2021-05-26,Production Technician I,Brian Rogers,amare.hartman@bilearner.com,WBL,Full-Time,Zone B,Involuntary,Production,Splicing,1962-04-25,MA,Female,64893,Hispanic,Single,Fully Meets,3,2021.0,Inactive
1778,Cannon,Lee,2019-04-25,,Production Technician I,Brandon Mcdonald,cannon.lee@bilearner.com,NEL,Full-Time,Zone B,,Production,General - Con,1949-05-18,MA,Female,91836,Other,Widowed,Fully Meets,3,,Active
1779,Yael,Hodge,2023-07-15,,Production Technician I,Christina Cohen,yael.hodge@bilearner.com,PL,Full-Time,Zone A,,Production,Project Management - Con,1961-05-04,MA,Female,85791,Other,Married,Fully Meets,3,,Active
1780,Colton,Booker,2022-12-10,2023-02-11,Production Technician I,Jason Taylor,colton.booker@bilearner.com,BPC,Contract,Zone C,Retirement,Production,Field Operations,1993-07-11,MA,Female,17208,Hispanic,Widowed,Fully Meets,3,2023.0,Inactive
1781,Abril,Cunningham,2019-05-02,,Production Technician I,Angela Maxwell,abril.cunningham@bilearner.com,CCDR,Contract,Zone A,,Production,General - Sga,1983-12-11,MA,Female,88454,White,Divorced,Fully Meets,3,,Active
1782,Braxton,House,2019-01-13,2023-07-02,Production Technician II,Kenneth Dean,braxton.house@bilearner.com,NEL,Contract,Zone A,Retirement,Production,Field Operations,1950-10-08,MA,Female,69805,Other,Married,Fully Meets,3,2023.0,Inactive
1783,Destiney,Pearson,2021-06-09,,Production Technician I,Julie Smith,destiney.pearson@bilearner.com,PYZ,Part-Time,Zone C,,Production,General - Con,1981-12-07,MA,Female,27170,White,Widowed,Fully Meets,3,,Active
1784,Trystan,Ramos,2023-08-02,2023-08-02,Production Technician I,Mr. John Thomas,trystan.ramos@bilearner.com,WBL,Part-Time,Zone A,Retirement,Production,General - Con,1971-03-30,MA,Female,14325,Other,Divorced,Fully Meets,3,2023.0,Inactive
1785,Miley,Gutierrez,2023-06-17,,Production Technician I,Michael Mcgee PhD,miley.gutierrez@bilearner.com,NEL,Full-Time,Zone C,,Production,Technology_IT,1950-01-17,MA,Female,39152,White,Widowed,Fully Meets,3,,Active
1786,Tara,Hoover,2022-03-31,2022-06-14,Production Technician I,Daniel Banks,tara.hoover@bilearner.com,PL,Full-Time,Zone A,Resignation,Production,Field Operations,1979-11-10,MA,Male,67173,Hispanic,Widowed,Fully Meets,3,2022.0,Inactive
1787,Layla,Gutierrez,2019-04-06,2020-08-15,Production Technician I,Edward Peterson,layla.gutierrez@bilearner.com,BPC,Contract,Zone B,Voluntary,Production,Engineers,1956-07-10,MA,Male,76007,Hispanic,Divorced,Fully Meets,3,2020.0,Inactive
1788,Jakayla,Hall,2020-07-11,,Production Technician I,Reginald Hernandez,jakayla.hall@bilearner.com,CCDR,Contract,Zone C,,Production,Field Operations,1976-02-08,MA,Male,50833,Other,Divorced,Fully Meets,3,,Active
1789,Jayson,Ferguson,2023-04-22,,Production Technician I,Danielle Smith,jayson.ferguson@bilearner.com,SVG,Contract,Zone C,,Production,Engineers,1963-02-17,MA,Male,54218,Other,Widowed,Fully Meets,3,,Active
1790,Nick,Daniels,2022-12-02,2023-04-08,Production Technician I,Sara Smith,nick.daniels@bilearner.com,EW,Part-Time,Zone B,Resignation,Production,Aerial,1956-03-09,MA,Female,54589,Asian,Divorced,Fully Meets,3,2023.0,Inactive
1791,Marvin,Abbott,2021-03-06,2023-04-26,Production Technician I,Becky Cardenas,marvin.abbott@bilearner.com,MSC,Contract,Zone A,Resignation,Production,Wireline Construction,1981-08-02,MA,Female,9310,Hispanic,Divorced,Fully Meets,3,2023.0,Inactive
1792,Sawyer,Oliver,2019-05-21,,Production Technician I,Brittany Olson,sawyer.oliver@bilearner.com,TNS,Full-Time,Zone C,,Production,Project Management - Eng,1950-04-02,MA,Male,6449,Black,Divorced,Fully Meets,3,,Active
1793,Linda,Barajas,2018-10-23,2022-12-02,Production Technician I,Victor Blair,linda.barajas@bilearner.com,BPC,Full-Time,Zone B,Resignation,Production,Executive,1945-05-22,MA,Female,77756,Hispanic,Single,Fully Meets,3,2022.0,Inactive
1794,Chance,Blackwell,2021-05-26,,Production Technician I,James Ashley,chance.blackwell@bilearner.com,CCDR,Contract,Zone A,,Production,General - Sga,1963-08-13,MA,Female,95802,White,Widowed,Fully Meets,3,,Active
1795,Antonio,Mccoy,2019-12-01,2020-06-08,Production Technician I,Shawn Howard,antonio.mccoy@bilearner.com,EW,Full-Time,Zone B,Involuntary,Production,Yard (Material Handling),1960-04-04,MA,Female,71561,Asian,Widowed,Fully Meets,3,2020.0,Inactive
1796,Emmett,Mercado,2021-06-07,2022-12-13,Production Technician I,Pamela Cruz,emmett.mercado@bilearner.com,MSC,Contract,Zone A,Involuntary,Production,Wireless,1976-06-26,MA,Female,9967,Hispanic,Divorced,Fully Meets,3,2022.0,Inactive
1797,Clara,Wheeler,2020-10-13,2022-11-09,Production Technician I,Jennifer Harrington,clara.wheeler@bilearner.com,NEL,Full-Time,Zone A,Voluntary,Production,General - Con,1987-09-18,MA,Female,63255,Hispanic,Widowed,Fully Meets,3,2022.0,Inactive
1798,Kieran,Morse,2022-10-30,,Production Technician II,Kathryn Avila,kieran.morse@bilearner.com,PL,Part-Time,Zone A,,Production,Splicing,1985-12-07,MA,Female,34441,Black,Widowed,Fully Meets,3,,Active
1799,Aliyah,Schmitt,2022-09-04,2023-05-30,Production Technician II,Alexandra Clark,aliyah.schmitt@bilearner.com,BPC,Part-Time,Zone C,Involuntary,Production,Field Operations,1989-02-19,MA,Male,12152,Black,Married,Fully Meets,3,2023.0,Inactive
1800,Kyan,Morrison,2019-10-18,2021-04-19,Production Technician I,Bethany Wilkerson,kyan.morrison@bilearner.com,TNS,Part-Time,Zone C,Resignation,Production,Wireline Construction,1976-04-05,MA,Female,57065,Black,Divorced,Fully Meets,3,2021.0,Inactive
1801,Rayan,Stephenson,2021-07-25,2023-01-23,Production Technician I,Brian Archer,rayan.stephenson@bilearner.com,PYZ,Full-Time,Zone C,Involuntary,Production,General - Con,1989-08-06,MA,Female,17441,Hispanic,Married,Fully Meets,3,2023.0,Inactive
1802,Gael,Jacobs,2020-03-31,,Production Technician I,Kathleen Moon,gael.jacobs@bilearner.com,WBL,Part-Time,Zone B,,Production,Field Operations,1982-08-13,MA,Female,1741,Other,Divorced,Fully Meets,3,,Active
